src,dst
1,2
1,3
4,5
6,7
6,8
8,9
8,10
8,11
8,12
12,13
12,14
12,15
12,16
16,17
17,18
17,19
18,22
18,23
19,24
19,25
20,26
20,27
20,28
25,29
30,32
30,33
31,34
31,35
32,36
32,37
38,39
38,40
38,41
38,42
38,43
43,48
43,49
43,50
43,51
44,61
44,62
44,63
45,64
45,65
46,66
46,67
47,68
47,69
52,70
52,71
53,72
53,73
54,74
54,75
55,76
55,77
56,78
56,79
57,80
57,81
58,82
58,83
59,84
59,85
60,86
60,87
65,88
65,89
69,90
69,91
70,95
70,96
72,97
72,98
74,99
74,100
76,101
76,102
78,103
78,104
80,105
80,106
82,107
82,108
84,109
84,110
86,111
86,112
92,113
93,114
94,115
94,116
94,117
118,157
118,158
119,159
119,160
120,161
120,162
121,163
121,164
122,165
122,166
123,167
123,168
124,169
125,170
125,171
126,172
126,173
127,174
127,175
128,176
129,177
129,178
130,179
130,180
131,181
131,182
132,183
133,184
133,185
134,186
134,187
135,188
135,189
136,190
137,191
137,192
138,193
138,194
139,195
139,196
140,197
141,198
141,199
142,200
142,201
143,202
143,203
144,204
145,205
145,206
145,207
146,208
146,209
147,210
147,211
148,212
149,213
149,214
149,215
150,216
150,217
151,218
151,219
152,220
153,221
153,222
153,223
154,224
154,225
155,226
155,227
156,228
